,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
1123,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 8:24,CREDIT CARD,2.7,240,24041
1124,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 11:56,PHONE,1,120,94602
1125,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/28/2022 17:50,CREDIT CARD,4,160,77317
1126,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 8:25,PHONE,1,120,94602
1127,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/28/2022 13:51,PHONE,2.5,60,57194
1128,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/28/2022 16:59,PHONE,2.5,60,57193
1129,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/28/2022 15:51,CREDIT CARD,1.25,75,1433
1130,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/28/2022 14:51,PHONE,3.15,189,1433
1131,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 16:59,PHONE,0.77,45,47225
1132,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 12:49,PHONE,1,120,94602
1133,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 12:49,PHONE,4,240,24041
1134,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 10:58,CREDIT CARD,3.96,120,47225
1135,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/28/2022 10:58,PHONE,2.5,300,53138
1136,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 17:52,PHONE,1,60,47225
1137,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/28/2022 17:54,CREDIT CARD,1.06,126,70750
1140,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 14:53,PHONE,1.12,67,24041
1141,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/28/2022 14:53,PHONE,7.79,187,57194
1142,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 14:54,PHONE,2,120,24042
1143,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 10:59,PHONE,3.99,240,24041
1144,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 12:53,PHONE,1,120,94602
1145,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 8:31,CREDIT CARD,2.76,240,24041
1146,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 17:55,PHONE,2,120,47225
1147,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 8:31,CREDIT CARD,1,120,94602
1148,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 14:54,CASH,0.25,30,94602
1149,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 17:58,PHONE,0.75,45,47225
1150,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/28/2022 12:54,PHONE,4,240,1433
1151,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/28/2022 15:57,PHONE,2.53,240,24041
1152,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/28/2022 8:34,PHONE,4,480,53138
1153,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/28/2022 15:58,PHONE,3.8,90,30970
1154,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 14:59,PHONE,1,120,94602
1155,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 13:59,PHONE,2,60,47225
1156,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/28/2022 12:59,PHONE,2.08,50,57193
1157,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 14:59,PHONE,0.5,15,47225
1159,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 8:42,PHONE,1,120,94602
1160,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/28/2022 8:49,CREDIT CARD,0.75,90,70750
1161,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/28/2022 8:45,PHONE,1,120,94602
1162,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/28/2022 8:49,PHONE,3,360,53137
1163,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/28/2022 8:51,PHONE,1,120,47225
1165,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/28/2022 8:53,PHONE,2.83,340,12682
13619,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 12:03,CREDIT CARD,1.75,210,53137
13628,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:06,PHONE,0.95,114,24041
14019,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,3.06,367,53137
14053,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:04,CREDIT CARD,0.5,30,47225
14484,Morning,South Lake Union,South,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,CREDIT CARD,11,380,33146
14557,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/21/2022 8:00,PHONE,4.18,501,12682
14574,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 15:05,PHONE,3,120,57194
14610,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 9:06,PHONE,1.5,180,1433
14611,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 10:05,PHONE,0.5,60,1433
14684,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 15:06,PHONE,1.5,45,30970
14707,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,CREDIT CARD,5,600,53137
14796,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 9:06,PHONE,1,120,24041
14813,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:05,PHONE,1.96,235,1433
14888,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 18:08,PHONE,0.38,45,70750
14892,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:05,PHONE,0.75,30,57193
14938,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 13:06,PHONE,1.25,150,1433
14947,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 14:05,PHONE,4,120,30970
15065,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 17:07,PHONE,1.33,53,57194
15121,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 17:07,PHONE,0.13,5,57194
15157,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 9:08,PHONE,0.5,60,57193
15176,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 16:07,PHONE,0.94,113,94602
15183,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:00,CREDIT CARD,1,120,94602
15186,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 16:07,CASH,2,231,24041
15190,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:06,PHONE,1,120,94602
15206,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 17:08,PHONE,1.43,172,30970
15216,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,CREDIT CARD,2,240,1433
15221,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 15:07,PHONE,4.33,173,57194
15226,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 10:07,PHONE,1,120,10165
15303,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:10,PHONE,0.92,110,24041
15325,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 17:08,PHONE,0.5,60,47225
15373,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 19:11,PHONE,0.41,49,47225
15376,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 11:08,PHONE,0.5,60,24041
15381,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 13:08,PHONE,0.25,30,24041
15410,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,3.77,452,53138
15412,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:06,CREDIT CARD,1,120,94602
15418,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,CREDIT CARD,2,240,1433
15436,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 12:07,PHONE,2,240,1433
15450,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:07,PHONE,1,120,94602
15456,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,4.45,534,53137
15461,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,PHONE,2,240,1433
15488,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 10:08,PHONE,1,120,94602
15489,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 13:08,PHONE,2,60,70750
15525,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,PHONE,1.98,238,1433
15527,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 18:12,PHONE,0.9,108,47225
15548,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 10:08,CREDIT CARD,2.69,120,70750
15575,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 16:10,PHONE,0.5,60,1433
15586,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 16:10,PHONE,0.92,60,47225
15615,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 16:10,PHONE,2.25,120,30970
15639,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 18:13,PHONE,0.89,107,47225
15665,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 14:10,PHONE,3,120,57193
15671,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 17:10,PHONE,0.42,50,94602
15685,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 14:08,CASH,1,120,24041
15707,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 16:10,PHONE,0.92,110,1433
15711,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 11:11,PHONE,2,240,1433
15753,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 12:08,PHONE,0.5,60,24041
15759,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,PHONE,1.04,125,1433
15777,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,CREDIT CARD,2,240,1433
15793,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 19:14,PHONE,0.38,46,24041
15805,Afternoon,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 12:08,PHONE,1,120,10165
15847,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 10:10,PHONE,2,240,1433
15889,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 9:13,PHONE,2.5,300,53137
15898,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 16:12,PHONE,0.08,10,1433
15904,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 13:11,PHONE,0.5,60,94602
15909,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 10:11,PHONE,0.5,60,1433
15913,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 11:12,PHONE,6,240,57193
15940,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,4.66,559,53138
15976,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:21,PHONE,0.85,60,57194
15986,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 15:12,CREDIT CARD,1.75,52,70750
15989,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 16:13,PHONE,1.5,180,24042
15992,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 14:11,PHONE,2,240,24041
16022,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,2.87,344,53138
16036,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:11,PHONE,1,120,1433
16079,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 9:15,PHONE,1,120,94602
16089,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 11:14,PHONE,1,120,94602
16091,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 12:10,CREDIT CARD,1,120,94602
16113,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 12:11,PHONE,0.33,40,1433
16141,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/21/2022 8:00,PHONE,2.39,287,10165
16143,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 9:17,PHONE,1.87,224,1433
16172,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:19,CREDIT CARD,0.25,30,24041
16176,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 16:16,PHONE,1.87,224,24041
16177,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:13,PHONE,1,120,1433
16208,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 12:12,PHONE,0.5,30,47225
16221,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/21/2022 8:00,PHONE,3.31,397,12682
16238,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 11:17,PHONE,0.75,30,57193
16240,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 9:18,CREDIT CARD,2,240,24042
16258,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 11:17,PHONE,6,240,57193
16261,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:00,PHONE,0.84,101,57193
16274,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 18:21,CREDIT CARD,0.83,99,47225
16353,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 15:17,CREDIT CARD,0.75,30,57194
16365,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 12:14,PHONE,2,240,24041
16382,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 16:18,PHONE,2.55,102,57194
16410,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,4.39,527,53138
16448,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 13:17,PHONE,2,240,24041
16467,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,PHONE,0.9,108,1433
16484,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 16:19,PHONE,1.84,221,24041
16494,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:18,PHONE,1.55,90,57193
16527,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:00,PHONE,0.93,111,94602
16563,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 15:19,PHONE,1,120,94602
16572,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 13:18,PHONE,0.29,35,94602
16575,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 14:17,PHONE,0.25,30,24042
16581,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 12:15,CREDIT CARD,2,240,1433
16586,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 10:20,PHONE,1,120,94602
16590,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 11:21,PHONE,1.5,60,57194
16592,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:25,PHONE,0.79,95,24041
16607,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 13:18,CREDIT CARD,6,240,57193
16612,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 10:20,PHONE,2.33,100,70750
16616,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 14:17,PHONE,1,120,94602
16637,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 10:20,CREDIT CARD,0.25,30,57193
16689,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 9:23,PHONE,0.5,60,1433
16724,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 12:16,CREDIT CARD,2.25,67,70750
16725,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 16:21,CREDIT CARD,1.99,120,30970
16727,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 14:18,PHONE,0.5,60,24041
16744,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:19,CREDIT CARD,2,120,47225
16755,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 10:21,CREDIT CARD,2,240,24041
16774,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 14:18,PHONE,1.85,222,1433
16775,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 14:18,CREDIT CARD,0.5,30,47225
16780,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:00,PHONE,0.47,56,57193
16788,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,3.97,476,53137
16797,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 8:00,PHONE,0.97,116,94602
16822,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 9:25,PHONE,1.63,120,30970
16824,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 11:23,CASH,1.3,156,24041
16829,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 9:25,CREDIT CARD,2,240,24041
16844,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 8:00,PHONE,1.98,237,1433
16846,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 15:23,PHONE,1,120,1433
16847,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 11:24,PHONE,1,60,47225
16850,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 11:24,PHONE,0.5,30,47225
16852,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 15:23,PHONE,1,30,70750
16868,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:18,PHONE,6,240,57193
16877,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 14:20,CREDIT CARD,2,80,57194
16879,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/21/2022 12:19,PHONE,2,240,1433
16883,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 14:20,PHONE,1.83,220,53138
16885,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 13:22,PHONE,0.5,30,47225
16889,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 11:25,PHONE,4,120,30970
16893,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/21/2022 17:23,PHONE,0.5,60,77317
16896,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 17:23,CREDIT CARD,1.25,150,24042
16903,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 12:19,CREDIT CARD,1.25,50,57193
16905,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 14:21,PHONE,1,120,94602
16913,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 11:26,PHONE,1.5,60,57193
16914,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 8:00,PHONE,1.99,239,53137
16917,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/21/2022 8:00,PHONE,0.99,119,30970
16920,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 8:00,PHONE,2.98,239,57193
16922,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 9:30,PHONE,1.75,120,70750
16929,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/21/2022 9:28,CREDIT CARD,1.71,120,70750
16939,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/21/2022 17:24,PHONE,0.5,60,77317
16941,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 16:26,PHONE,0.5,30,47225
16954,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/21/2022 16:26,PHONE,0.78,94,94602
16955,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 18:32,PHONE,0.25,30,47225
16958,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/21/2022 17:24,CREDIT CARD,0.31,36,53138
16960,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 18:32,PHONE,0.73,88,24041
16977,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/21/2022 17:26,PHONE,1,120,24041
16999,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/21/2022 14:24,CREDIT CARD,1.25,75,47225
17002,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/21/2022 16:29,PHONE,1.5,60,57193
